sample_idx,park_size,park_quality,park_proximity,park_function,p_kipp,median_kipp_time
279,37563.79669718444,0.5745101403445005,2.0,recreation,0.2,18.0
280,90187.10013944656,0.20284068286418916,2.0,recreation,0.0,50.0
281,37563.79669718444,0.20284068286418916,2.0,recreation,0.0,50.0
282,10927.210948430002,0.49587700106203564,2.0,recreation,0.2,29.0
283,10927.210948430002,0.7309899164363742,2.0,recreation,0.0,50.0
284,82103.05429250002,0.49587700106203564,2.0,recreation,0.2,14.0
285,82103.05429250002,0.49587700106203564,2.0,recreation,0.2,15.0
286,10927.210948430002,0.7309899164363742,2.0,recreation,0.2,26.0
287,82103.05429250002,0.7309899164363742,2.0,recreation,0.0,50.0
288,92951.3975745067,0.47285482268780477,2.0,recreation,0.0,50.0
289,92951.3975745067,0.3732367327436805,2.0,recreation,0.2,15.0
290,16130.287467502058,0.47285482268780477,2.0,recreation,0.2,24.0
291,16130.287467502058,0.47285482268780477,2.0,recreation,0.0,50.0
292,92951.3975745067,0.3732367327436805,2.0,recreation,0.4,15.0
293,16130.287467502058,0.3732367327436805,2.0,recreation,0.2,28.0
294,8272.725564427674,0.5506545459851624,2.0,recreation,0.2,26.0
295,8272.725564427674,0.5991890661418439,2.0,recreation,0.2,28.0
296,66033.86073280126,0.5506545459851624,2.0,recreation,0.0,50.0
297,66033.86073280126,0.5506545459851624,2.0,recreation,0.0,50.0
